sep=,
#,Team,GP,%Time,Poss,Pts,PPP,FG Miss,FG Made,FG Att,FG%,eFG%,TO%,%FT,%SF,Score%
1,"Caltech Beavers",27,100,2157,1910,0.885,886,677,1563,43.3,49.2,16,13.2,8.3,41.1
