sep=,
#,Team,GP,%Time,Poss,Pts,PPP,FG Miss,FG Made,FG Att,FG%,eFG%,TO%,%FT,%SF,Score%
1,"Caltech Beavers",27,100,2272,1803,0.794,1000,643,1643,39.1,46.4,19.4,10.6,7.4,35.2
