sep=,
#,Team,GP,%Time,Poss,Pts,PPP,FG Miss,FG Made,FG Att,FG%,eFG%,TO%,%FT,%SF,Score%
1,"Westmont Warriors",27,100,2265,2132,0.941,900,782,1682,46.5,53.7,16.7,11.3,8.3,42.4
