sep=,
#,Team,GP,%Time,Poss,Pts,PPP,FG Miss,FG Made,FG Att,FG%,eFG%,TO%,%FT,%SF,Score%
1,"Westmont Warriors",27,100,2327,2066,0.888,1017,769,1786,43.1,49.2,15.2,10.1,8.4,40.4
